0.236595,1282.43,986.408,21434,1286.35,1082.39,1286.57,1082.59,158
0.386776,1282.42,986.596,21434,1286.06,1082.69,1286.58,1082.4,158
0.535694,1282.43,986.464,21434,1286.28,1082.5,1286.57,1082.54,158
0.682825,1282.44,986.499,21434,1286.7,1082.45,1286.56,1082.5,158
0.828056,1282.45,986.534,21434,1286.46,1082.51,1286.55,1082.47,158
0.974723,1282.41,986.543,21434,1286.27,1082.63,1286.59,1082.46,158
1.12308,1282.43,986.473,21434,1286.83,1082.3,1286.57,1082.53,158
1.2739,1282.44,986.476,21434,1286.47,1082.49,1286.56,1082.52,158
1.4232,1282.41,986.517,21434,1286.33,1082.57,1286.59,1082.48,158
1.56791,1282.45,986.445,21434,1286.86,1082.32,1286.55,1082.55,158
1.7179,1282.42,986.483,21434,1286.51,1082.52,1286.58,1082.52,158
1.8642,1282.49,986.409,21434,1286.4,1082.69,1286.51,1082.59,158
2.00835,1282.41,986.456,21434,1286.8,1082.48,1286.59,1082.54,158
2.15178,1282.37,986.511,21434,1286.68,1082.39,1286.63,1082.49,158
2.29909,1282.38,986.571,21434,1286.39,1082.69,1286.62,1082.43,158
2.4427,1282.35,986.482,21434,1286.41,1082.55,1286.65,1082.52,158
2.58562,1282.45,986.479,21434,1286.85,1082.42,1286.55,1082.52,158
2.72848,1282.39,986.502,21434,1286.44,1082.48,1286.61,1082.5,158
2.87505,1282.46,986.448,21434,1286.8,1082.52,1286.54,1082.55,158
3.01824,1282.41,986.486,21434,1286.48,1082.45,1286.59,1082.51,158
3.16126,1282.45,986.457,21434,1286.53,1082.49,1286.55,1082.54,158
3.30496,1282.42,986.454,21434,1286.83,1082.61,1286.58,1082.55,158
3.45369,1282.33,986.461,21434,1286.71,1082.52,1286.67,1082.54,158
3.59812,1282.47,986.444,21434,1286.21,1082.57,1286.53,1082.56,158
3.74199,1282.39,986.513,21434,1286.84,1082.55,1286.61,1082.49,158
3.88734,1282.38,986.499,21434,1286.56,1082.5,1286.62,1082.5,158
4.03834,1282.39,986.554,21434,1286.34,1082.56,1286.61,1082.45,158
4.18369,1282.29,986.506,21434,1286.82,1082.46,1286.71,1082.49,158
4.32921,1282.36,986.563,21434,1286.77,1082.48,1286.64,1082.44,158
4.47482,1282.41,986.536,19291,1286.59,1082.48,1286.59,1082.46,158
4.61989,1282.34,986.489,19291,1286.76,1082.5,1286.66,1082.51,158
4.76261,1282.31,986.554,19291,1286.36,1082.39,1286.69,1082.45,158
4.90502,1282.35,986.568,19291,1286.62,1082.46,1286.65,1082.43,158
5.04871,1282.48,986.493,19291,1286.52,1082.43,1286.52,1082.51,158
5.19651,1282.4,986.457,19291,1286.55,1082.43,1286.6,1082.54,158
5.34089,1282.47,986.474,19291,1286.67,1082.58,1286.53,1082.53,158
5.48337,1282.45,986.426,19291,1286.58,1082.45,1286.55,1082.57,158
5.62594,1282.42,986.413,19291,1286.57,1082.64,1286.58,1082.59,158
5.7735,1282.47,986.485,19291,1286.6,1082.66,1286.53,1082.52,158
5.91606,1282.42,986.483,19291,1286.64,1082.54,1286.58,1082.52,158
6.05886,1282.42,986.42,19291,1286.45,1082.47,1286.58,1082.58,158
6.20149,1282.4,986.41,19291,1286.57,1082.55,1286.6,1082.59,158
6.34727,1282.37,986.563,19291,1286.62,1082.52,1286.63,1082.44,158
6.48989,1282.36,986.526,19291,1286.74,1082.57,1286.64,1082.47,158
6.63269,1282.35,986.563,19291,1286.69,1082.49,1286.65,1082.44,158
6.77482,1282.3,986.59,19291,1286.7,1082.5,1286.7,1082.41,158
6.9214,1282.3,986.587,19291,1286.56,1082.49,1286.7,1082.41,158
7.06308,1282.43,986.602,19291,1286.77,1082.43,1286.57,1082.4,158
7.20466,1282.41,986.449,19291,1286.67,1082.33,1286.59,1082.55,158
7.34625,1282.38,986.424,19291,1286.49,1082.4,1286.62,1082.58,158
7.49203,1282.32,986.473,19291,1286.43,1082.49,1286.68,1082.53,158
7.63514,1282.32,986.53,19291,1286.59,1082.56,1286.68,1082.47,158
7.77727,1282.32,986.59,19291,1286.71,1082.56,1286.68,1082.41,158
7.91994,1282.39,986.431,19291,1286.71,1082.39,1286.61,1082.57,158
8.06313,1282.35,986.532,19291,1286.61,1082.53,1286.65,1082.47,158
8.20493,1282.36,986.478,19291,1286.73,1082.46,1286.64,1082.52,158
8.34774,1282.35,986.506,19291,1286.61,1082.61,1286.65,1082.49,158
8.48964,1282.27,986.558,19291,1286.57,1082.57,1286.73,1082.44,158
8.63815,1282.38,986.48,19291,1286.74,1082.47,1286.62,1082.52,158
8.78449,1282.35,986.398,19291,1286.54,1082.45,1286.65,1082.6,158
8.93122,1282.39,986.415,19291,1286.53,1082.52,1286.61,1082.58,158
9.07791,1282.37,986.468,19291,1286.94,1082.6,1286.63,1082.53,158
9.22627,1282.37,986.455,19291,1286.74,1082.54,1286.63,1082.54,158
9.3734,1282.39,986.473,19291,1286.72,1082.57,1286.61,1082.53,158
9.52052,1282.34,986.48,19291,1286.32,1082.56,1286.66,1082.52,158
9.66649,1282.38,986.434,19291,1286.49,1082.48,1286.62,1082.57,158
9.81311,1282.38,986.457,19291,1286.51,1082.51,1286.62,1082.54,158
9.95836,1282.35,986.453,19291,1286.98,1082.58,1286.65,1082.55,158
10.1029,1282.35,986.437,19291,1286.53,1082.48,1286.65,1082.56,158
10.2455,1282.29,986.448,19291,1286.57,1082.51,1286.71,1082.55,158
10.3896,1282.29,986.469,19291,1286.5,1082.53,1286.71,1082.53,158
10.5315,1282.27,986.513,19291,1287.08,1082.63,1286.73,1082.49,158
10.6737,1282.28,986.515,19291,1286.68,1082.51,1286.72,1082.48,158
10.8155,1282.34,986.449,19291,1286.57,1082.46,1286.66,1082.55,158
10.9646,1282.28,986.479,19291,1286.69,1082.52,1286.72,1082.52,158
11.1114,1282.35,986.472,19291,1286.9,1082.57,1286.65,1082.53,158
11.258,1282.34,986.512,19291,1286.32,1082.44,1286.66,1082.49,158
11.4045,1282.27,986.611,19291,1286.68,1082.49,1286.73,1082.39,158
11.5529,1282.41,986.59,19291,1286.53,1082.49,1286.59,1082.41,158
11.6996,1282.3,986.551,19291,1286.84,1082.55,1286.7,1082.45,158
11.8465,1282.27,986.493,19291,1286.39,1082.37,1286.73,1082.51,158
11.9938,1282.29,986.464,19291,1286.53,1082.36,1286.71,1082.54,158
12.1378,1282.38,986.543,19291,1286.95,1082.53,1286.62,1082.46,158
12.2802,1282.33,986.54,19291,1286.67,1082.51,1286.67,1082.46,158
12.4225,1282.32,986.582,19291,1287.07,1082.5,1286.68,1082.42,158
12.5647,1282.35,986.444,19291,1286.58,1082.46,1286.65,1082.56,158
12.7122,1282.4,986.462,19291,1287.01,1082.52,1286.6,1082.54,158
12.8585,1282.35,986.51,19291,1286.79,1082.48,1286.65,1082.49,158
13.0054,1282.37,986.461,19291,1286.32,1082.49,1286.63,1082.54,158
13.1499,1282.37,986.493,19291,1286.55,1082.55,1286.63,1082.51,158
13.295,1282.33,986.534,19291,1286.7,1082.44,1286.67,1082.47,158
13.4374,1282.36,986.478,19291,1286.58,1082.58,1286.64,1082.52,158
13.5797,1282.31,986.483,19291,1286.84,1082.46,1286.69,1082.52,158
13.7263,1282.36,986.451,19291,1286.54,1082.52,1286.64,1082.55,158
13.8743,1282.35,986.453,19291,1286.72,1082.48,1286.65,1082.55,158
14.0207,1282.32,986.446,19291,1286.72,1082.53,1286.68,1082.55,158
14.1665,1282.27,986.493,19291,1286.72,1082.46,1286.73,1082.51,158
14.3107,1282.32,986.491,19291,1286.57,1082.61,1286.68,1082.51,158
14.4587,1282.28,986.491,19291,1286.53,1082.59,1286.72,1082.51,158
14.6008,1282.35,986.487,19291,1286.75,1082.45,1286.65,1082.51,158
14.7536,1282.37,986.452,19291,1286.79,1082.6,1286.63,1082.55,158
14.8973,1282.32,986.543,19291,1286.66,1082.43,1286.68,1082.46,158
15.0419,1282.46,986.495,19291,1286.78,1082.59,1286.54,1082.5,158
15.1842,1282.33,986.48,19291,1286.54,1082.4,1286.67,1082.52,158
15.3251,1282.31,986.533,19291,1286.63,1082.61,1286.69,1082.47,158
15.466,1282.34,986.435,19291,1286.37,1082.5,1286.66,1082.57,158
15.61,1282.41,986.48,19291,1286.65,1082.51,1286.59,1082.52,158
15.7519,1282.45,986.516,19291,1286.87,1082.48,1286.55,1082.48,158
15.8935,1282.39,986.478,19291,1286.8,1082.45,1286.61,1082.52,158
16.0351,1282.39,986.458,19291,1286.71,1082.53,1286.61,1082.54,158
16.1801,1282.33,986.46,19291,1286.32,1082.59,1286.67,1082.54,158
16.3242,1282.3,986.467,19291,1286.34,1082.57,1286.7,1082.53,158
16.4677,1282.44,986.475,19291,1286.51,1082.51,1286.56,1082.53,158
16.6111,1282.37,986.452,19291,1286.5,1082.51,1286.63,1082.55,158
16.7561,1282.35,986.486,19291,1286.98,1082.56,1286.65,1082.51,158
16.8994,1282.37,986.51,19291,1286.4,1082.55,1286.63,1082.49,158
17.0421,1282.45,986.499,19291,1287.14,1082.49,1286.55,1082.5,158
17.1844,1282.31,986.496,19291,1286.76,1082.53,1286.69,1082.5,158
17.3283,1282.37,986.442,19291,1286.88,1082.51,1286.63,1082.56,158
17.471,1282.52,986.373,19291,1286.54,1082.5,1286.48,1082.63,158
17.6149,1282.54,986.395,19291,1285.98,1082.61,1286.46,1082.61,158
17.8606,1282.4,986.355,19291,1286.33,1082.62,1286.6,1082.65,158
18.0037,1282.36,986.358,19291,1287,1082.59,1286.64,1082.64,158
18.1469,1282.31,986.426,19291,1286.87,1082.58,1286.69,1082.57,158
18.2899,1282.44,986.401,19291,1286.58,1082.56,1286.56,1082.6,158
18.4354,1282.66,986.293,19291,1286.55,1082.55,1286.34,1082.71,158
18.5783,1282.36,986.367,19291,1286.56,1082.68,1286.64,1082.63,158
