0,0.007581,0.007581
0.20022,0.00734,0.007392
0.40044,0.007336,0.007313
0.60067,0.007498,0.007087
0.80089,0.007385,0.007148
1.0011,0.007442,0.007094
1.2013,0.007319,0.006804
1.4016,0.007261,0.006861
1.6018,0.007246,0.006694
1.802,0.007363,0.006784
2.0022,0.00734,0.006794
2.2024,0.007349,0.006816
2.4027,0.007443,0.006772
2.6029,0.007637,0.006632
2.8031,0.007598,0.006534
3.0033,0.007517,0.006332
3.2036,0.007659,0.006341
3.4038,0.007643,0.006353
3.604,0.007556,0.006308
3.8042,0.007666,0.0063
4.0044,0.007728,0.00638
4.2047,0.007854,0.006315
4.4049,0.007763,0.006361
4.6051,0.007648,0.006505
4.8053,0.007517,0.006638
5.0056,0.007716,0.006481
5.2058,0.00786,0.006544
5.406,0.007874,0.006515
5.6062,0.007851,0.006623
5.8065,0.007772,0.006548
6.0067,0.00815,0.006742
6.2069,0.008283,0.006859
6.4071,0.00828,0.006646
6.6073,0.008257,0.006739
6.8076,0.008339,0.006935
7.0078,0.008488,0.00699
7.208,0.008421,0.006955
7.4082,0.008483,0.006897
7.6085,0.008429,0.007075
7.8087,0.008413,0.006882
8.0089,0.008145,0.006912
8.2091,0.008086,0.006863
8.4093,0.008069,0.006868
8.6096,0.007944,0.006865
8.8098,0.007676,0.006751
9.01,0.007628,0.006785
9.2102,0.007662,0.00694
9.4105,0.007868,0.006994
9.6107,0.007767,0.007059
9.8109,0.00792,0.007197
10.011,0.007933,0.007019
10.211,0.007776,0.006974
10.412,0.00784,0.006902
10.612,0.007648,0.007063
10.812,0.007593,0.007185
11.012,0.007646,0.007026
11.212,0.007653,0.007108
11.413,0.007569,0.007023
11.613,0.007608,0.006896
11.813,0.007525,0.007058
12.013,0.007483,0.007114
12.214,0.007423,0.006925
12.414,0.007365,0.006856
12.614,0.00739,0.006795
12.814,0.007513,0.006544
13.014,0.007561,0.006479
13.215,0.007679,0.006487
13.415,0.007878,0.006437
13.615,0.007839,0.006495
13.815,0.007968,0.006347
14.016,0.007644,0.006324
14.216,0.007674,0.00651
14.416,0.007642,0.006521
14.616,0.007724,0.006445
14.816,0.0076,0.006417
15.017,0.007383,0.006479
15.217,0.007256,0.006289
15.417,0.007263,0.006347
15.617,0.007234,0.006412
15.818,0.007326,0.006495
16.018,0.007301,0.006527
16.218,0.007234,0.006711
16.418,0.007146,0.00657
16.618,0.007069,0.006485
16.819,0.006913,0.006329
17.019,0.007124,0.006337
17.219,0.007011,0.006467
17.419,0.006894,0.006654
17.62,0.006858,0.00656
17.82,0.007019,0.006492
18.02,0.00702,0.006581
18.22,0.007055,0.006503
18.42,0.006798,0.006407
18.621,0.006881,0.006539
18.821,0.006911,0.006652
19.021,0.00695,0.006829
19.221,0.007133,0.006758
19.422,0.007135,0.006831
19.622,0.007292,0.006849
19.822,0.007229,0.006845
20.022,0.007066,0.00678
20.222,0.006961,0.006802
20.423,0.006931,0.006942
20.623,0.006955,0.006804
20.823,0.007009,0.006682
21.023,0.007034,0.006981
21.224,0.006981,0.007006
21.424,0.007121,0.006882
21.624,0.007274,0.006833
21.824,0.007376,0.006768
22.024,0.007587,0.006914
22.225,0.007503,0.007137
22.425,0.007469,0.007236
22.625,0.007491,0.007235
22.825,0.007739,0.007047
23.026,0.007554,0.007146
23.226,0.00729,0.007246
23.426,0.00745,0.007064
23.626,0.007446,0.006991
23.826,0.00756,0.006914
24.027,0.007658,0.006821
24.227,0.00779,0.006867
24.427,0.007645,0.006726
24.627,0.007652,0.006484
24.828,0.007764,0.006664
25.028,0.007845,0.006524
25.228,0.007874,0.006797
25.428,0.008028,0.006864
25.628,0.008135,0.007028
25.829,0.008158,0.007015
26.029,0.008125,0.007035
26.229,0.008097,0.006942
26.429,0.007983,0.007016
26.63,0.007914,0.006901
26.83,0.007746,0.006733
27.03,0.00783,0.006689
27.23,0.007906,0.006837
27.43,0.007873,0.006926
27.631,0.008227,0.006885
27.831,0.008282,0.006848
28.031,0.008418,0.006799
28.231,0.008367,0.00688
28.432,0.008364,0.006796
28.632,0.008099,0.006624
28.832,0.008033,0.00672
29.032,0.008118,0.006787
29.232,0.008244,0.006763
29.433,0.008291,0.006755
29.633,0.008346,0.006732
29.833,0.008472,0.006541
30.033,0.008761,0.006508
30.234,0.00861,0.006368
30.434,0.008605,0.006527
30.634,0.00849,0.006578
30.834,0.008389,0.006695
31.034,0.008322,0.006598
31.235,0.008588,0.006632
31.435,0.008748,0.006749
31.635,0.008774,0.006914
31.835,0.00876,0.006981
32.036,0.00857,0.006832
32.236,0.008663,0.006789
32.436,0.008613,0.006836
32.636,0.008292,0.006792
32.836,0.00816,0.00685
33.037,0.008164,0.006663
33.237,0.008152,0.006635
33.437,0.008216,0.006559
33.637,0.008051,0.00655
33.838,0.008112,0.006594
34.038,0.008193,0.00648
34.238,0.008089,0.006398
34.438,0.008164,0.006433
34.638,0.008207,0.006557
34.839,0.00829,0.006536
35.039,0.00831,0.006808
35.239,0.008486,0.006753
35.439,0.008258,0.006705
35.64,0.008274,0.006461
35.84,0.008433,0.006634
36.04,0.008432,0.006586
36.24,0.008524,0.006675
36.44,0.008508,0.006607
36.641,0.008539,0.006834
36.841,0.008361,0.007044
37.041,0.008137,0.006942
37.241,0.008207,0.007078
37.442,0.008102,0.007056
37.642,0.008002,0.006868
37.842,0.008141,0.006809
38.042,0.008145,0.007067
38.242,0.008187,0.007064
38.443,0.008275,0.007093
38.643,0.008128,0.007183
38.843,0.008129,0.007172
39.043,0.008222,0.007196
39.244,0.008155,0.007048
39.444,0.008235,0.007144
39.644,0.00826,0.007155
39.844,0.008249,0.007141
40.044,0.008223,0.007316
40.245,0.008365,0.00727
40.445,0.008455,0.007199
40.645,0.008367,0.007184
40.845,0.008392,0.007115
41.046,0.008216,0.007213
41.246,0.008161,0.007216
41.446,0.008232,0.007226
41.646,0.008235,0.00727
41.846,0.008302,0.0072
42.047,0.008345,0.007274
42.247,0.008388,0.007088
42.447,0.008528,0.006961
42.647,0.008766,0.00688
42.848,0.008739,0.007013
43.048,0.008573,0.00707
43.248,0.008663,0.007136
43.448,0.008574,0.007192
43.648,0.008454,0.007229
43.849,0.008387,0.007252
44.049,0.008287,0.007302
44.249,0.008227,0.007198
44.449,0.007957,0.007255
44.65,0.008169,0.007187
44.85,0.008345,0.007164
45.05,0.008246,0.007174
45.25,0.008196,0.007259
45.451,0.008091,0.007275
45.651,0.008126,0.007291
45.851,0.008161,0.007239
46.051,0.00798,0.00728
46.251,0.007864,0.007416
46.452,0.007826,0.007521
46.652,0.008037,0.00748
46.852,0.007963,0.007616
47.052,0.008002,0.007621
47.253,0.008019,0.007531
47.453,0.008147,0.007475
47.653,0.008283,0.007416
47.853,0.008461,0.007452
48.053,0.008082,0.00743
48.254,0.008236,0.007391
48.454,0.008157,0.007446
48.654,0.008336,0.007537
48.854,0.00835,0.0076
49.055,0.008413,0.007578
49.255,0.008462,0.007576
49.455,0.008548,0.007652
49.655,0.008374,0.007585
49.855,0.008224,0.007597
50.056,0.007946,0.007583
50.256,0.008075,0.007636
50.456,0.008247,0.007634
50.656,0.008181,0.00741
50.857,0.008503,0.007446
51.057,0.008633,0.007511
51.257,0.008586,0.007472
51.457,0.008278,0.007349
51.657,0.008226,0.007268
51.858,0.008315,0.007324
52.058,0.008253,0.007179
52.258,0.008349,0.007169
52.458,0.00839,0.007211
52.659,0.008375,0.007299
52.859,0.008403,0.007305
53.059,0.008273,0.00731
53.259,0.008385,0.00726
53.459,0.008434,0.007338
53.66,0.008841,0.00725
53.86,0.008816,0.007197
54.06,0.008629,0.007219
54.26,0.008669,0.007175
54.461,0.008664,0.007162
54.661,0.008627,0.007058
54.861,0.008539,0.006946
55.061,0.008624,0.006943
55.261,0.008664,0.006857
55.462,0.008399,0.006863
55.662,0.008475,0.007003
55.862,0.008252,0.007039
56.062,0.008271,0.007045
56.263,0.008257,0.007283
56.463,0.008116,0.007308
56.663,0.00817,0.007066
56.863,0.008224,0.007244
57.063,0.008189,0.007208
57.264,0.008011,0.007245
57.464,0.008138,0.007091
57.664,0.007973,0.007018
57.864,0.007985,0.007155
58.065,0.008054,0.007145
58.265,0.007951,0.007152
58.465,0.008017,0.007064
58.665,0.008045,0.007097
58.865,0.008207,0.007287
59.066,0.007979,0.007421
59.266,0.0079,0.007261
59.466,0.007826,0.007203
59.666,0.007864,0.007177
59.867,0.007699,0.007134
60.067,0.007466,0.007327
60.267,0.007387,0.007412
60.467,0.007469,0.007332
60.667,0.007282,0.007145
60.868,0.007381,0.00713
61.068,0.007511,0.007073
61.268,0.007153,0.00694
61.468,0.00725,0.006965
61.669,0.007479,0.007007
61.869,0.00726,0.00731
62.069,0.007391,0.007132
62.269,0.007418,0.007127
62.469,0.007325,0.006905
62.67,0.007209,0.006939
62.87,0.007141,0.006834
63.07,0.007147,0.007152
63.27,0.007177,0.007246
63.471,0.007111,0.007056
63.671,0.006973,0.007122
63.871,0.006979,0.007116
64.071,0.007084,0.00737
64.271,0.007202,0.007329
64.472,0.007239,0.007444
64.672,0.007248,0.007624
64.872,0.007399,0.007697
65.072,0.007209,0.007551
65.273,0.007086,0.007679
65.473,0.007083,0.007911
65.673,0.007068,0.00791
65.873,0.007041,0.008067
66.073,0.00717,0.00809
66.274,0.007109,0.008044
66.474,0.007065,0.008127
66.674,0.007189,0.008328
66.874,0.007316,0.008196
67.075,0.007439,0.008211
67.275,0.007352,0.008186
67.475,0.007334,0.008186
67.675,0.007351,0.008169
