0.230565,1282.22,986.723,19486,1284.79,1087.15,1284.78,1087.28,158
0.377314,1282.25,986.689,19486,1284.41,1087.22,1284.75,1087.31,158
0.52352,1282.18,986.725,19486,1284.71,1087.29,1284.82,1087.27,158
0.669997,1282.27,986.624,19486,1284.61,1087.34,1284.73,1087.38,158
0.815832,1282.3,986.726,19486,1284.71,1087.32,1284.7,1087.27,158
0.961511,1282.29,986.726,19486,1284.57,1087.25,1284.71,1087.27,158
1.10714,1282.15,986.799,19486,1284.46,1087.31,1284.85,1087.2,158
1.25208,1282.29,986.795,19486,1284.7,1087.26,1284.71,1087.21,158
1.39454,1282.29,986.762,19486,1284.86,1087.2,1284.71,1087.24,158
1.53697,1282.23,986.769,19486,1285.01,1087.24,1284.77,1087.23,158
1.68091,1282.26,986.749,19486,1284.85,1087.19,1284.74,1087.25,158
1.82546,1282.36,986.801,19486,1284.64,1087.3,1284.64,1087.2,158
1.96806,1282.25,986.759,19486,1284.51,1087.14,1284.75,1087.24,158
2.10928,1282.27,986.696,19486,1284.74,1087.27,1284.73,1087.3,158
2.25054,1282.26,986.76,19486,1284.7,1087.2,1284.74,1087.24,158
2.39833,1282.41,986.651,19486,1284.72,1087.3,1284.59,1087.35,158
2.54247,1282.22,986.828,19486,1284.73,1087.26,1284.78,1087.17,158
2.68445,1282.3,986.709,19486,1284.71,1087.15,1284.7,1087.29,158
2.82594,1282.34,986.625,19486,1284.66,1087.31,1284.66,1087.37,158
2.97059,1282.31,986.64,19486,1284.62,1087.38,1284.69,1087.36,158
3.11405,1282.41,986.614,19486,1284.77,1087.28,1284.59,1087.39,158
3.25738,1282.35,986.715,19486,1284.72,1087.36,1284.65,1087.29,158
3.40068,1282.25,986.725,19486,1284.67,1087.34,1284.75,1087.28,158
3.54792,1282.32,986.684,19486,1284.47,1087.34,1284.68,1087.32,158
3.64815,1282.28,986.619,19486,1284.74,1087.39,1284.72,1087.38,158
3.79521,1282.27,986.652,19486,1284.78,1087.22,1284.73,1087.35,158
3.94197,1282.35,986.581,19486,1284.56,1087.41,1284.65,1087.42,158
4.08918,1282.33,986.572,19486,1284.55,1087.29,1284.67,1087.43,158
4.23168,1282.26,986.624,19486,1284.7,1087.39,1284.74,1087.38,158
4.37423,1282.21,986.654,19486,1284.67,1087.37,1284.79,1087.35,158
4.51631,1282.29,986.655,19486,1284.72,1087.45,1284.71,1087.35,158
4.6637,1282.35,986.614,19486,1284.95,1087.28,1284.65,1087.39,158
4.80596,1282.34,986.649,19486,1284.79,1087.41,1284.66,1087.35,158
4.94727,1282.39,986.67,19486,1284.96,1087.35,1284.61,1087.33,158
5.08924,1282.4,986.692,19486,1284.69,1087.38,1284.6,1087.31,158
5.23496,1282.28,986.74,19486,1284.54,1087.28,1284.72,1087.26,158
5.37681,1282.41,986.692,19486,1284.55,1087.32,1284.59,1087.31,158
5.5179,1282.3,986.672,19486,1284.47,1087.41,1284.7,1087.33,158
5.65929,1282.36,986.673,19486,1284.82,1087.29,1284.64,1087.33,158
5.80525,1282.39,986.612,19486,1284.59,1087.28,1284.61,1087.39,158
5.9466,1282.29,986.668,19486,1284.82,1087.39,1284.71,1087.33,158
6.08787,1282.37,986.638,19486,1284.37,1087.32,1284.63,1087.36,158
6.22968,1282.38,986.694,19486,1284.68,1087.37,1284.62,1087.31,158
6.3763,1282.41,986.417,19486,1284.66,1087.34,1284.59,1087.58,158
6.52011,1282.44,986.499,19486,1284.52,1087.29,1284.56,1087.5,158
6.66422,1282.33,986.625,19486,1284.65,1087.53,1284.67,1087.38,158
6.80657,1282.33,986.694,19486,1284.69,1087.41,1284.67,1087.31,158
6.9538,1282.34,986.707,19486,1284.66,1087.4,1284.66,1087.29,158
7.09652,1282.36,986.663,19486,1284.58,1087.36,1284.64,1087.34,158
7.23992,1282.28,986.67,19486,1284.76,1087.34,1284.72,1087.33,158
7.38257,1282.33,986.667,19486,1284.72,1087.37,1284.67,1087.33,158
7.52813,1282.3,986.662,19486,1284.72,1087.39,1284.7,1087.34,158
7.67214,1282.25,986.656,19486,1284.67,1087.23,1284.75,1087.34,158
7.81646,1282.34,986.662,19486,1284.66,1087.4,1284.66,1087.34,158
7.9607,1282.32,986.664,19486,1284.63,1087.19,1284.68,1087.34,158
8.11032,1282.2,986.663,19486,1284.6,1087.26,1284.8,1087.34,158
8.25839,1282.28,986.627,19486,1284.6,1087.42,1284.72,1087.37,158
8.40484,1282.33,986.669,19486,1284.73,1087.45,1284.67,1087.33,158
8.55016,1282.26,986.722,19486,1284.89,1087.22,1284.74,1087.28,158
8.69352,1282.33,986.637,19486,1284.66,1087.44,1284.67,1087.36,158
8.83668,1282.28,986.665,19486,1284.69,1087.29,1284.72,1087.34,158
8.97938,1282.27,986.657,19486,1284.8,1087.32,1284.73,1087.34,158
9.12546,1282.29,986.655,19486,1284.7,1087.26,1284.71,1087.34,158
9.26997,1282.17,986.725,19486,1284.71,1087.49,1284.83,1087.27,158
9.41439,1282.38,986.589,19486,1284.95,1087.3,1284.62,1087.41,158
9.55934,1282.25,986.656,19486,1284.75,1087.38,1284.75,1087.34,158
9.70704,1282.37,986.57,19486,1284.61,1087.31,1284.63,1087.43,158
9.84969,1282.32,986.604,19486,1284.71,1087.34,1284.68,1087.4,158
