A_TX,SIGMA_TX,X_TX,Y_TX,RES_TX,A_BCN,SIGMA_BCN,X_BCN,Y_BCN,RES_BCN
1567.0431373602812,4.797000332887406,19.19807401169706,19.031161110420527,23578872.612659395,4363.2341898342365,1.0254503720047312,23.61503244417824,17.517903464252072,2118632.4366099006
1574.666115833952,4.781628337069469,19.568243216950407,18.25965248903691,22614085.880528446,4299.295224617329,1.027535917155586,23.599343548017742,16.516838356662674,2072302.838990358
1556.0481870137544,4.812599943363378,19.222225978652347,18.290682565835965,24358308.33347951,4386.11911971756,1.0255346350549694,23.635820971558047,16.514800785086265,2068536.7397653176
1550.4684958410733,4.808478374707462,19.062992101181464,18.936619633337642,24051887.6948352,4388.605005997728,1.0252395343773313,23.623193225341282,17.5238228969246,2101814.6131950687
1554.3388105265153,4.805082811235531,18.938707376092225,18.72207193102531,24199033.93794917,4387.233125540528,1.0234076982612788,23.63085873585308,17.536320885620995,1999852.200980614
1562.1459072049001,4.819309835367768,19.04161304493914,18.953936727210618,24537908.62137573,4356.9738672310705,1.0193392221381088,23.652646451783397,17.57526520180261,1877696.4191896203
1573.2931848545775,4.804500296959058,19.31100155936099,19.19662518746182,24367486.626613393,4328.381594574415,1.025241455449248,23.644821940744436,17.5727463318224,1959706.8639866773
1549.904021639659,4.815101593910625,19.10263551443927,18.29368209343093,24314884.485096924,4368.364696741358,1.0237577555423603,23.636916551703052,16.572757128758923,1861117.1824040064
1547.232857899259,4.805289724465396,18.976035402709414,18.749827035778992,23479357.937726863,4378.273291798212,1.025473383060006,23.613652167001675,17.54943014405066,1998203.493155679
1547.2693415389049,4.811004408338672,18.93535452197412,18.85661184351855,24896632.305608314,4406.742993996195,1.0254224417985698,23.64427376665887,17.5287060488958,1981388.0817347066
1546.1671763223228,4.812302724040507,19.123807258152198,18.967754726490227,24207096.550676137,4381.868181416188,1.0190686364522503,23.64072480713142,17.508365280502005,2034507.7529949634
1546.1018910656271,4.81157738221886,19.165584490398544,19.065470535609336,25572715.273342017,4418.241136569483,1.0207674895351864,23.66966434697889,17.494871806876404,2130241.9899360435
1558.9895562321028,4.804802046006487,19.25087647614751,19.133053479727778,24814978.84876544,4384.534209537382,1.0178546126607175,23.661456598152085,17.50416390941706,2066397.2090615348
1553.3709542762178,4.800510306262867,19.234889445037624,19.116432590880237,23726174.40198368,4349.697689072253,1.025271630905114,23.622406745960063,17.500648748220982,1969514.2403255785
1555.1931270470643,4.809865522813724,19.045026795430573,18.937672451549446,23349760.461404193,4369.436622500371,1.025223237342018,23.612814057038833,17.508093115633613,2005390.1066904159
1553.242535986767,4.797220670142635,19.079858423113762,18.87828735742093,23742596.370843817,4380.0457070931625,1.024174066737668,23.62492480900906,17.498767007992484,2090577.8871432273
1549.2569909425476,4.808956824251892,19.07809359323778,18.88173465629569,24189225.03219099,4396.9682847570475,1.0240413450632897,23.628940902656325,17.505957460264085,2110371.220772858
1544.7641578499718,4.8044767779145365,19.093008583949143,19.003887873428766,22519874.074622005,4382.3630046421495,1.0286166905379774,23.574450588462668,17.478343473428538,2093422.645229901
1534.4233968799917,4.8006957936485835,19.006933978118553,18.936745757900155,22792507.37035549,4395.740083008095,1.0298343456622814,23.570516037648076,17.49189499566546,2024897.9798328879
1538.650334045999,4.798786432108582,19.076799460617536,18.971599210370726,22617212.534446295,4375.973123614,1.0268806202215135,23.58122681269336,17.487260257089105,2063492.645297501
1547.109875331831,4.796236881738059,19.161861352350456,18.929236931157845,22242008.806919474,4351.568880979535,1.0273503064681402,23.581590335956008,17.46602249521024,2027370.8019799772
1541.4206217493015,4.800479752182058,19.032522594995328,19.082302585674455,22051910.971842613,4390.599700468357,1.02362322937583,23.57103535541836,17.4660518438603,2041775.3711877794
1546.7343075594972,4.785235758977168,19.174888731933805,18.960104025248825,22017522.9818466,4358.6515590562585,1.0288180232229942,23.565055945227073,17.48003196008355,2074456.2500759293
1531.1627027469508,4.804030845718064,19.08240514784609,19.06294420267443,23319600.241152864,4376.00306997967,1.0264484224242447,23.60919947804075,17.500180074446718,1947139.2424010383
1545.5879344401985,4.792075506950673,19.178711322890393,18.880214606271835,22640329.270830445,4360.723895198367,1.0268681922112886,23.586688805620952,17.49397469952325,2070631.014797259
1538.6124871539314,4.808522318983047,19.06021662251851,19.012268383184534,23787148.618541252,4385.512333673173,1.023736414248783,23.62545057531068,17.476196597847093,1980317.714441302
1539.8111916700218,4.813198954116172,19.03191175258999,19.023761248551097,24101601.71327852,4413.070015947975,1.0202444434359128,23.627063683968686,17.462937452580064,2047132.6135512665
1551.1337598700134,4.789685409951002,19.18592758676681,18.97880772398196,22930854.906516343,4364.395380652977,1.0266563718751385,23.592698449245006,17.480316140872247,2065933.4868884494
1553.9557265942146,4.808211409655852,19.09221074752395,18.98680744067832,24889183.68569886,4375.163360714145,1.0274380356433528,23.648761551263988,17.511531111337916,1976156.1171155078
1555.8785928652962,4.809825759245224,19.14847048340326,19.104673755775707,23413139.37439356,4354.090031144442,1.026741200346088,23.61276696764702,17.490929307823308,2001443.7666031125
1555.648490506829,4.812694047802061,19.150295571174865,19.047494960228335,23000294.09093752,4364.360902495714,1.0308213839765155,23.59561773081859,17.46138780558769,2061330.5006383997
1555.944920967811,4.806539466448134,19.110204425171418,19.083499671904036,23371371.0475623,4357.348419791469,1.0243546876356615,23.61771465002232,17.47323579308346,1962682.6261161638
1562.114984442526,4.795580480529928,19.19106065544821,18.77950128966725,25648587.627376683,4397.381722493762,1.0233249876670523,23.671262102560746,17.49150271707228,2150808.1896949657
1540.2654640177232,4.834962591081617,18.758539548238502,18.84525811054837,26314447.09609075,4452.690281514932,1.0213815443909797,23.681125774331406,17.48739382828404,1952132.1232397445
1554.4155663442853,4.809091437341876,19.21072854264682,18.955242227782065,25573663.38199167,4379.882721928089,1.0196019644922147,23.67863395503656,17.507118022737416,2032107.9102289844
1554.6017197882009,4.803208240433754,19.19430918369997,18.273970762504007,24306848.22379584,4396.478333090046,1.0282624420279718,23.62084183645956,16.513670781057215,2077098.6814179718
1549.4060872387363,4.81411312261353,19.184092820894023,18.992779794573096,24603789.966688387,4346.910797185275,1.0217421035606136,23.661912317345298,17.52828617589458,1928185.5010025043
1553.5864261840277,4.80465532320528,19.06701227414075,18.908180306630754,25456627.551657155,4402.957353058375,1.0258545380581179,23.660956018344507,17.51990849436416,2064463.8402344356
1548.1580766324987,4.81983768261051,18.91999724798032,19.04202532014787,24414788.077993218,4400.0731089994,1.0195164335295168,23.639784156925202,17.569444592002725,1904530.2638949575
1557.0500996835606,4.795444441489879,19.240348997184242,18.901800123037333,25308803.055750433,4375.863004318679,1.0258297709643367,23.660354609597192,17.53913320578289,2061001.970485154
1548.5222105708717,4.827149228034778,19.02561919968869,19.155072216806445,24415216.097206105,4371.278409396397,1.023993279894953,23.63768077453176,17.57857628761468,1864040.1198314426
1556.022799168279,4.813729366730301,19.19793882408908,19.046186929692283,26216875.889973342,4372.7635641313545,1.0191512239543437,23.697247326995324,17.583662709195693,1880497.6268583592
1546.562733558588,4.819590000420937,19.08115878753634,19.22261569843812,24953043.368662674,4389.700144615534,1.0203644939528103,23.6551969297864,17.568061324962457,1930043.6642818148
1567.131667214132,4.793613631133077,19.328359801622014,18.96726530164989,23878227.261857647,4318.636504136299,1.0223247678081457,23.63914119165571,17.575548769089323,1968071.315469803
1535.0016040556504,4.806608009915888,19.071090402314695,18.2439011856913,24151535.405320924,4384.513370315142,1.0253790093811403,23.61931278083884,16.581397224278675,1890625.1424803443
1554.9273714801138,4.799732152707364,19.2814400530757,19.054536096030603,25006375.671632584,4331.828926449068,1.0192792740072392,23.66957483390442,17.60891951425029,1836293.4864996981
1555.2779738001818,4.8235242298511345,19.02853610409025,19.195163382415274,25081965.68971152,4391.674069884547,1.0245951987246809,23.65161700074833,17.5837648648031,1925355.0209786599
1564.7242300617056,4.8104556450821905,19.12977214553166,18.95887174510827,26309957.47409087,4376.198615017253,1.0143356447367615,23.702375363412017,17.617041526215985,1858644.825913574
1555.6827559965573,4.823787363651517,19.12076179115786,19.064831035216002,27944214.984418895,4391.323580895244,1.0176948008969107,23.751410711756193,17.597723086447473,1795693.5471461238
1554.6205313098624,4.828071492118469,19.07694990143702,19.11595189428388,27170187.264275927,4407.080192136136,1.0113163987848315,23.729117113595578,17.609068537072233,1807297.1348406982
1566.2452813939387,4.792024931323408,19.34238086108104,18.212733939906116,23740341.35096122,4365.73389121513,1.0246117065456113,23.6168388787805,16.524117513668642,2109486.4854950006
1559.5355914329264,4.801146544167779,19.297662168821375,18.2121157278809,24321678.26124224,4356.81312487884,1.0239473486726873,23.64167193597757,16.53900652037953,2022918.874628323
1555.121647302413,4.811613329617912,19.232334975580926,18.969395572499025,26499025.24221709,4386.411132374598,1.0215548303182458,23.706799145394,17.531324608461404,1993212.9040117452
1553.3986156433962,4.792987168253127,19.073604503496938,18.911535874352154,25080724.115485642,4360.173070409108,1.0239313738733837,23.65496115166232,17.60561735520949,1869168.7723303665
1544.597749522478,4.802771289238951,19.0627368894352,19.065184422531814,23168875.540887266,4338.845070436528,1.023519030412013,23.606957267319018,17.604855337677805,1805219.9070501945
1550.083328352935,4.800632046963219,19.27840094852951,19.16717768206351,23577207.78803332,4352.422529153564,1.0281860654442063,23.607057600903573,17.579305224620356,2038689.3468350885
1553.7578398117946,4.786029955603945,19.32713659795337,18.363201591361985,23266233.267932303,4311.457640906311,1.0291455209229488,23.60398261632662,16.60281418918251,1822480.8486233533
1564.23650115083,4.793121986902999,19.39933502168637,19.137284576744122,24414155.74506008,4320.150288570537,1.0264170934631753,23.63688300441291,17.587835474244088,1965562.5403621616
1550.9363582595656,4.800953705871878,19.061147960922142,18.86287265291159,24799134.754650783,4379.3913437062965,1.026857635443839,23.643206203204898,17.569964472008593,2028525.812308582
1542.4531910010608,4.80374988613137,19.770643743041944,18.838456437687995,22527435.849498805,4382.311364509562,1.021487187630311,24.58221643474323,17.587500640357888,1805747.7485355248
1561.7811245616813,4.789837659367546,19.299878406551272,19.045090895318822,22214339.19068916,4304.3507159990695,1.026613012224509,23.581940709062508,17.56373902311364,1945154.6971149198
1553.261039989443,4.805310015580079,19.46383716768665,18.552036104243342,23876402.241300475,4307.525715327953,1.023710646428152,23.636175333607355,16.60067330885053,1750685.5471944502
1555.314951059075,4.800116884335176,19.395112194300822,18.35391188716045,24401920.87799705,4329.432087367585,1.0239775573442071,23.64463187067983,16.574550039134834,1885539.5263362383
1558.9318399057329,4.799062220843691,19.204514616978344,18.88003531205507,24559190.94923927,4341.508020974965,1.0265828630476739,23.634731196839823,17.592196265107106,1913752.5941133648
1542.6367950434988,4.814916120133479,18.873417589717207,18.981015304914735,24233127.61349655,4395.84625773635,1.0210927983997644,23.63372125061298,17.578459052850008,1865149.7694156044
1559.9886712897933,4.79853798576326,19.25030465026657,18.8528181836694,25953238.75206506,4340.456552655921,1.016276136671997,23.701089898456786,17.621283426227194,1856437.4713653226
1555.4000566357636,4.809579568155824,19.27746303644963,18.381480100240452,24072906.242963612,4363.508167041641,1.0246056757169153,23.628705500915373,16.554022526050744,1958709.4510304225
1570.530301814512,4.782499031811462,19.48565135683242,18.27973404947008,23264003.537501045,4283.0227141641435,1.0276388502172638,23.622552007753967,16.574448336120582,1906154.0395620135
1564.6617472381959,4.806749276203954,19.167215451904752,19.22167335471164,25490248.682000402,4385.1995595936905,1.024873338624605,23.660377891423593,17.577080983702103,1962526.4514378957
1551.7933046399787,4.8110293590890105,18.95235366912172,18.977801048682096,24362399.077084433,4379.384023859101,1.0198207254185898,23.64394992591079,17.6013169387129,1897444.8005248115
1553.7853182457316,4.806730226077253,19.036461537445206,18.95991387435373,24360290.27959262,4355.975644727045,1.0241893613810509,23.63620293877949,17.590208159654964,1871849.280867825
1550.2599388101555,4.822371540270753,19.008552828794393,19.216875541166587,24905809.40820591,4378.089972616912,1.018668944096837,23.658925213454182,17.596799368273793,1794115.9740464303
1574.515072864077,4.786755200913595,19.442855440306147,19.143776747975153,23360673.085988898,4282.990208347136,1.0295561582572674,23.608730910476567,17.580285829264284,1934823.3865582603
1549.7994305433704,4.794654380672978,19.242644473118418,18.244107596395793,25961947.1811795,4364.238552732812,1.021522033682045,23.681172602348482,16.618787153131706,1824173.42574804
1563.2947449912313,4.800099359524154,19.14796500726783,18.847406553995256,24983870.062056668,4341.457552501835,1.022606127694454,23.660452734060556,17.612596503109245,1870744.9403819405
1551.554180335316,4.802047698294616,18.939797431937365,18.830266222658082,24924367.100787587,4389.161193500565,1.0248703951813356,23.64441212735227,17.583786650012428,1881999.6380233576
1547.968477920662,4.812138380646876,18.910664536130895,19.02533272322566,24213000.004296385,4404.994152651889,1.0188864548676484,23.631583957847027,17.57175316806243,1921850.0508272098
1558.2256080443522,4.7909475933204435,19.277459547966117,19.02424509904654,23903310.5338,4332.8980672389225,1.02165839690637,23.635382592994063,17.5781868024535,1983057.5741625547
1556.3832736586726,4.801476119361018,19.284740187247678,18.35909964459546,25695251.229730405,4363.441378804519,1.0186310896928468,23.682625687045316,16.597601736162204,1852506.7596452315
1550.6747460988786,4.7848169972043575,19.36875484623036,18.16156578287186,23523098.378615968,4334.686593113333,1.0233283689213186,23.62138566788869,16.55728047503422,1979542.0580249624
1538.2751868580826,4.81512517668345,18.95866260057207,18.902656093203234,26103168.874371447,4424.6068214603265,1.0271549855162512,23.66887278341582,17.540009880328654,1991405.9403441215
1531.8189748473458,4.828139945614472,18.73951198271658,18.921392133071492,24415960.588156532,4426.401559903419,1.0160893112530458,23.64512439228477,17.508321841260084,1909140.1745540367
1553.062940044111,4.7779679862267885,19.29264102834648,18.82786289765383,23818656.838920895,4363.858054845884,1.024994999475171,23.630288652469915,17.48300682302917,2185728.992899442
1517.7758468529912,4.826863631397305,18.86753359862152,19.24639887713292,25197078.729679894,4457.442766265209,1.0196268521377156,23.6479062799051,17.49451811693629,1972454.1394982133
1561.5849520315414,4.7806178464229205,19.440255062612465,18.913210954500613,24956577.73315458,4327.502648519882,1.0247300044807535,23.66193944744353,17.538598478220962,2015226.9760426234
1536.5602599366855,4.808223909349053,19.129724731959698,19.136709479227676,25135432.726327736,4395.421454776039,1.0216769844136746,23.665005865754466,17.51176636672446,1976464.9309805564
1554.377620677854,4.795949994670629,19.24828927526397,18.825275806817274,24622702.90002067,4376.915223749043,1.0196450205842609,23.656772670253048,17.4814518611457,2120793.9825493447
1533.7394666743098,4.822102645351673,19.05857218904214,19.068647777614586,25811954.36915084,4431.494557859906,1.0176863575216124,23.685054272305877,17.51273055794374,2011403.2953168312
1555.197283688481,4.790685978159054,19.327387216188725,18.99569045315843,25555028.511063024,4362.641971169714,1.0130534139595917,23.691357112517494,17.57271503931051,1957794.1710921759
1556.7588336318208,4.796617793124259,19.440579250790734,18.219714138632753,25776074.016637918,4351.02363274637,1.0218475929129547,23.69419658871294,16.538431329430495,1972888.3674730714
1541.0009228979766,4.810200285151995,19.22457086022439,19.23777527343924,25570762.60082444,4388.733605788801,1.0183062137686314,23.682044926896765,17.568245980313435,1911600.2390931095
1559.3536800460377,4.776748853889593,19.384397285864623,18.998138643796295,25227011.381802797,4351.013384103188,1.0245133940489068,23.6722242761021,17.52944150635477,2017589.1149778897
1530.8060424043445,4.82738700943217,18.932261199756937,19.086302097567966,25744419.354285203,4422.328988129564,1.0202284170374598,23.671740925245018,17.52721885714473,1908076.057061597
1544.814364904842,4.796013915668831,19.25910887617286,18.82904434795782,25693793.68330283,4387.272913376826,1.0248217655064777,23.67244332951637,17.4876057873214,2117108.366330755
